File Name: 03_Sample12_device4_It_150kV_VDrain1V_VGate50V.dat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Data: 22/11/2023;10:49:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Start V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Step V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stop V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Range V: 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Delay(ms): 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Auorange: yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sweep type: log;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;Time (s);Idrain(A);;;Time_100uA (s);IDrain_dark (A);;;Time_100uA (s);IDrain_raw (A);Fit (A);dI_100uA (A);;;Time_200uA_dark (s);IDrain_dark(A);;Time_200_raw(s);IDrain_raw(A);;;;Time_400uA_raw (s);IDrain_raw(A);Fit (A);dI (A);;Time_400uA_dark (s);;;;Time_500uA_raw (s);IDrain_raw (A);Fit (A);dI (A);;Time_500uA_dark (s);;;;Time_300uA_raw (s);IDrain_raw (A);Fit (A);dI (A);;Time_300uA_dark (s);
2.36E+05;1.00E+00;8.15E-07;5.00E+01;7.87E-11;;;236.00;8.15E-07;;;535;5.14E-07;;;473.50;4.87E-07;5.58E-07;-7.14E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.37E+05;1.00E+00;8.11E-07;5.00E+01;1.08E-10;;;236.50;8.11E-07;;;535.5;5.12E-07;;;474.00;4.88E-07;5.58E-07;-7.00E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.37E+05;1.00E+00;8.17E-07;5.00E+01;9.71E-11;;;237.00;8.17E-07;;;536;5.12E-07;;;474.50;4.91E-07;5.58E-07;-6.70E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.38E+05;1.00E+00;8.16E-07;5.00E+01;6.85E-11;;;237.50;8.16E-07;;;536.5;5.11E-07;;;475.00;4.87E-07;5.57E-07;-7.05E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.38E+05;1.00E+00;8.18E-07;5.00E+01;6.83E-11;;;238.00;8.18E-07;;;537;5.08E-07;;;475.50;4.85E-07;5.57E-07;-7.21E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.39E+05;1.00E+00;8.18E-07;5.00E+01;7.06E-11;;;238.50;8.18E-07;;;537.5;5.09E-07;;;476.00;4.84E-07;5.56E-07;-7.19E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.39E+05;1.00E+00;8.14E-07;5.00E+01;7.26E-11;;;239.00;8.14E-07;;;538;5.10E-07;;;476.50;4.87E-07;5.56E-07;-6.93E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.40E+05;1.00E+00;8.09E-07;5.00E+01;9.74E-11;;;239.50;8.09E-07;;;538.5;5.10E-07;;;477.00;4.87E-07;5.55E-07;-6.80E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.40E+05;1.00E+00;8.11E-07;5.00E+01;9.44E-11;;;240.00;8.11E-07;;;539;5.11E-07;;;477.50;4.87E-07;5.55E-07;-6.85E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.41E+05;1.00E+00;8.15E-07;5.00E+01;8.59E-11;;;240.50;8.15E-07;;;539.5;5.09E-07;;;478.00;4.88E-07;5.55E-07;-6.67E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.41E+05;1.00E+00;8.16E-07;5.00E+01;8.24E-11;;;241.00;8.16E-07;;;540;5.06E-07;;;478.50;4.85E-07;5.54E-07;-6.88E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.42E+05;1.00E+00;8.11E-07;5.00E+01;6.38E-11;;;241.50;8.11E-07;;;540.5;5.06E-07;;;479.00;4.86E-07;5.54E-07;-6.79E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.42E+05;1.00E+00;8.06E-07;5.00E+01;6.58E-11;;;242.00;8.06E-07;;;541;5.06E-07;;;479.50;4.86E-07;5.53E-07;-6.74E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.43E+05;1.00E+00;8.01E-07;5.00E+01;6.89E-11;;;242.50;8.01E-07;;;541.5;5.04E-07;;;480.00;5.22E-07;5.53E-07;-3.11E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.43E+05;1.00E+00;7.95E-07;5.00E+01;7.68E-11;;;243.00;7.95E-07;;;542;5.03E-07;;;480.50;5.44E-07;5.53E-07;-8.85E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.44E+05;1.00E+00;7.97E-07;5.00E+01;6.96E-11;;;243.50;7.97E-07;;;542.5;5.03E-07;;;481.00;5.52E-07;5.52E-07;-8.50E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.44E+05;1.00E+00;7.95E-07;5.00E+01;7.16E-11;;;244.00;7.95E-07;;;543;5.06E-07;;;481.50;5.50E-07;5.52E-07;-1.24E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.45E+05;1.00E+00;7.88E-07;5.00E+01;7.14E-11;;;244.50;7.88E-07;;;543.5;5.05E-07;;;482.00;5.59E-07;5.51E-07;7.97E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.45E+05;1.00E+00;7.91E-07;5.00E+01;9.86E-11;;;245.00;7.91E-07;;;544;5.03E-07;;;482.50;5.61E-07;5.51E-07;1.02E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.46E+05;1.00E+00;7.91E-07;5.00E+01;9.42E-11;;;245.50;7.91E-07;;;544.5;5.03E-07;;;483.00;5.66E-07;5.50E-07;1.57E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.46E+05;1.00E+00;7.92E-07;5.00E+01;6.79E-11;;;246.00;7.92E-07;;;545;5.05E-07;;;483.50;5.65E-07;5.50E-07;1.49E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.47E+05;1.00E+00;7.96E-07;5.00E+01;6.68E-11;;;246.50;7.96E-07;;;545.5;5.05E-07;;;484.00;5.62E-07;5.50E-07;1.29E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.47E+05;1.00E+00;7.92E-07;5.00E+01;9.01E-11;;;247.00;7.92E-07;;;546;5.03E-07;;;484.50;5.64E-07;5.49E-07;1.48E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.48E+05;1.00E+00;7.92E-07;5.00E+01;7.66E-11;;;247.50;7.92E-07;;;546.5;5.01E-07;;;485.00;5.63E-07;5.49E-07;1.40E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.48E+05;1.00E+00;7.88E-07;5.00E+01;6.77E-11;;;248.00;7.88E-07;;;547;5.04E-07;;;485.50;5.60E-07;5.48E-07;1.21E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.49E+05;1.00E+00;7.87E-07;5.00E+01;8.92E-11;;;248.50;7.87E-07;;;547.5;5.02E-07;;;486.00;5.62E-07;5.48E-07;1.41E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.49E+05;1.00E+00;7.87E-07;5.00E+01;8.51E-11;;;249.00;7.87E-07;;;548;5.04E-07;;;486.50;5.58E-07;5.48E-07;1.00E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.50E+05;1.00E+00;7.80E-07;5.00E+01;6.54E-11;;;249.50;7.80E-07;;;548.5;5.07E-07;;;487.00;5.56E-07;5.47E-07;8.72E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.50E+05;1.00E+00;7.84E-07;5.00E+01;8.35E-11;;;250.00;7.84E-07;;;549;5.07E-07;;;487.50;5.57E-07;5.47E-07;1.04E-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.51E+05;1.00E+00;7.79E-07;5.00E+01;8.04E-11;;;250.50;7.79E-07;;;549.5;5.08E-07;;;488.00;5.53E-07;5.46E-07;6.76E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.51E+05;1.00E+00;7.81E-07;5.00E+01;6.41E-11;;;251.00;7.81E-07;;;550;5.05E-07;;;488.50;5.54E-07;5.46E-07;8.60E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.52E+05;1.00E+00;7.82E-07;5.00E+01;8.63E-11;;;251.50;7.82E-07;;;550.5;5.06E-07;;;489.00;5.54E-07;5.45E-07;8.70E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.52E+05;1.00E+00;7.86E-07;5.00E+01;8.46E-11;;;252.00;7.86E-07;;;551;5.05E-07;;;489.50;5.54E-07;5.45E-07;8.53E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.53E+05;1.00E+00;7.81E-07;5.00E+01;6.18E-11;;;252.50;7.81E-07;;;551.5;5.04E-07;;;490.00;5.51E-07;5.45E-07;6.79E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.53E+05;1.00E+00;7.80E-07;5.00E+01;6.60E-11;;;253.00;7.80E-07;;;552;5.04E-07;;;490.50;5.53E-07;5.44E-07;8.35E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.54E+05;1.00E+00;7.79E-07;5.00E+01;6.98E-11;;;253.50;7.79E-07;;;552.5;5.05E-07;;;491.00;5.50E-07;5.44E-07;6.49E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.54E+05;1.00E+00;7.81E-07;5.00E+01;7.09E-11;;;254.00;7.81E-07;;;553;5.03E-07;;;491.50;5.48E-07;5.43E-07;4.42E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.55E+05;1.00E+00;7.76E-07;5.00E+01;7.53E-11;;;254.50;7.76E-07;;;553.5;5.06E-07;;;492.00;5.51E-07;5.43E-07;7.95E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.55E+05;1.00E+00;7.78E-07;5.00E+01;7.36E-11;;;255.00;7.78E-07;;;554;4.97E-07;;;492.50;5.52E-07;5.43E-07;9.71E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.56E+05;1.00E+00;7.77E-07;5.00E+01;9.29E-11;;;255.50;7.77E-07;;;554.5;4.92E-07;;;493.00;5.50E-07;5.42E-07;7.80E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.56E+05;1.00E+00;7.76E-07;5.00E+01;7.00E-11;;;256.00;7.76E-07;;;555;4.89E-07;;;493.50;5.50E-07;5.42E-07;7.95E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.57E+05;1.00E+00;7.67E-07;5.00E+01;6.51E-11;;;256.50;7.67E-07;;;555.5;4.88E-07;;;494.00;5.50E-07;5.41E-07;8.44E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.57E+05;1.00E+00;7.64E-07;5.00E+01;9.34E-11;;;257.00;7.64E-07;;;556;4.89E-07;;;494.50;5.48E-07;5.41E-07;7.57E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.58E+05;1.00E+00;7.74E-07;5.00E+01;9.56E-11;;;257.50;7.74E-07;;;556.5;4.89E-07;;;495.00;5.50E-07;5.40E-07;9.83E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.58E+05;1.00E+00;7.69E-07;5.00E+01;6.99E-11;;;258.00;7.69E-07;;;557;4.88E-07;;;495.50;5.46E-07;5.40E-07;5.93E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.59E+05;1.00E+00;7.67E-07;5.00E+01;7.06E-11;;;258.50;7.67E-07;;;557.5;4.88E-07;;;496.00;5.40E-07;5.40E-07;8.09E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.59E+05;1.00E+00;7.65E-07;5.00E+01;7.07E-11;;;259.00;7.65E-07;;;558;4.84E-07;;;496.50;5.44E-07;5.39E-07;5.07E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.60E+05;1.00E+00;7.66E-07;5.00E+01;6.69E-11;;;259.50;7.66E-07;;;558.5;4.85E-07;;;497.00;5.46E-07;5.39E-07;7.51E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.60E+05;1.00E+00;7.68E-07;5.00E+01;7.07E-11;;;260.00;7.68E-07;;;559;4.83E-07;;;497.50;5.47E-07;5.38E-07;8.75E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.61E+05;1.00E+00;7.72E-07;5.00E+01;1.00E-10;;;260.50;7.72E-07;;;559.5;4.82E-07;;;498.00;5.45E-07;5.38E-07;6.61E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.61E+05;1.00E+00;7.69E-07;5.00E+01;8.11E-11;;;261.00;7.69E-07;;;560;4.85E-07;;;498.50;5.47E-07;5.38E-07;9.02E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.62E+05;1.00E+00;7.67E-07;5.00E+01;6.84E-11;;;261.50;7.67E-07;;;560.5;4.86E-07;;;499.00;5.44E-07;5.37E-07;7.33E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.62E+05;1.00E+00;7.72E-07;5.00E+01;7.09E-11;;;262.00;7.72E-07;;;561;4.85E-07;;;499.50;5.41E-07;5.37E-07;3.83E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.63E+05;1.00E+00;7.67E-07;5.00E+01;7.30E-11;;;262.50;7.67E-07;;;561.5;4.86E-07;;;500.00;5.40E-07;5.36E-07;3.63E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.63E+05;1.00E+00;7.63E-07;5.00E+01;7.26E-11;;;263.00;7.63E-07;;;562;4.83E-07;;;500.50;5.39E-07;5.36E-07;3.54E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.64E+05;1.00E+00;7.58E-07;5.00E+01;7.21E-11;;;263.50;7.58E-07;;;562.5;4.83E-07;;;501.00;5.38E-07;5.35E-07;2.46E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.64E+05;1.00E+00;7.60E-07;5.00E+01;7.53E-11;;;264.00;7.60E-07;;;563;4.82E-07;;;501.50;5.41E-07;5.35E-07;5.80E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.65E+05;1.00E+00;7.65E-07;5.00E+01;9.83E-11;;;264.50;7.65E-07;;;563.5;4.81E-07;;;502.00;5.36E-07;5.35E-07;1.68E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.65E+05;1.00E+00;7.66E-07;5.00E+01;9.67E-11;;;265.00;7.66E-07;;;564;4.86E-07;;;502.50;5.35E-07;5.34E-07;7.13E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.66E+05;1.00E+00;7.65E-07;5.00E+01;6.96E-11;;;265.50;7.65E-07;;;564.5;4.86E-07;;;503.00;5.37E-07;5.34E-07;3.09E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.66E+05;1.00E+00;7.66E-07;5.00E+01;6.96E-11;;;266.00;7.66E-07;;;565;4.83E-07;;;503.50;5.37E-07;5.33E-07;3.49E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.67E+05;1.00E+00;7.62E-07;5.00E+01;6.94E-11;;;266.50;7.62E-07;;;565.5;4.81E-07;;;504.00;5.32E-07;5.33E-07;-8.67E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.67E+05;1.00E+00;7.61E-07;5.00E+01;7.07E-11;;;267.00;7.61E-07;;;566;4.80E-07;;;504.50;5.33E-07;5.33E-07;2.66E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.68E+05;1.00E+00;7.60E-07;5.00E+01;7.17E-11;;;267.50;7.60E-07;;;566.5;4.78E-07;;;505.00;5.36E-07;5.32E-07;3.70E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.68E+05;1.00E+00;7.58E-07;5.00E+01;7.38E-11;;;268.00;7.58E-07;;;567;4.77E-07;;;505.50;5.37E-07;5.32E-07;4.86E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.69E+05;1.00E+00;7.57E-07;5.00E+01;7.46E-11;;;268.50;7.57E-07;;;567.5;4.76E-07;;;506.00;5.39E-07;5.31E-07;7.30E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.69E+05;1.00E+00;7.64E-07;5.00E+01;1.01E-10;;;269.00;7.64E-07;;;568;4.76E-07;;;506.50;5.36E-07;5.31E-07;5.29E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.70E+05;1.00E+00;7.57E-07;5.00E+01;9.27E-11;;;269.50;7.57E-07;;;568.5;4.77E-07;;;507.00;5.35E-07;5.31E-07;4.52E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.70E+05;1.00E+00;7.60E-07;5.00E+01;8.28E-11;;;270.00;7.60E-07;;;569;4.75E-07;;;507.50;5.32E-07;5.30E-07;1.89E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.71E+05;1.00E+00;7.60E-07;5.00E+01;6.48E-11;;;270.50;7.60E-07;;;569.5;4.75E-07;;;508.00;5.30E-07;5.30E-07;4.94E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.71E+05;1.00E+00;7.51E-07;5.00E+01;6.40E-11;;;271.00;7.51E-07;;;570;4.73E-07;;;508.50;5.32E-07;5.29E-07;3.13E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.72E+05;1.00E+00;7.51E-07;5.00E+01;7.13E-11;;;271.50;7.51E-07;;;570.5;4.72E-07;;;509.00;5.30E-07;5.29E-07;1.47E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.72E+05;1.00E+00;7.52E-07;5.00E+01;7.32E-11;;;272.00;7.52E-07;;;571;4.71E-07;;;509.50;5.31E-07;5.28E-07;2.11E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.73E+05;1.00E+00;7.53E-07;5.00E+01;7.66E-11;;;272.50;7.53E-07;;;571.5;4.73E-07;;;510.00;5.29E-07;5.28E-07;9.92E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.73E+05;1.00E+00;7.57E-07;5.00E+01;9.71E-11;;;273.00;7.57E-07;;;572;4.75E-07;;;510.50;5.32E-07;5.28E-07;4.38E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.74E+05;1.00E+00;7.58E-07;5.00E+01;7.36E-11;;;273.50;7.58E-07;;;572.5;4.74E-07;;;511.00;5.28E-07;5.27E-07;5.25E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.74E+05;1.00E+00;7.55E-07;5.00E+01;6.93E-11;;;274.00;7.55E-07;;;573;4.69E-07;;;511.50;5.23E-07;5.27E-07;-3.95E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.75E+05;1.00E+00;7.50E-07;5.00E+01;7.09E-11;;;274.50;7.50E-07;;;573.5;4.66E-07;;;512.00;5.28E-07;5.26E-07;1.53E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.75E+05;1.00E+00;7.47E-07;5.00E+01;7.21E-11;;;275.00;7.47E-07;;;574;4.63E-07;;;512.50;5.30E-07;5.26E-07;3.70E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.76E+05;1.00E+00;7.44E-07;5.00E+01;6.75E-11;;;275.50;7.44E-07;;;574.5;4.63E-07;;;513.00;5.30E-07;5.26E-07;3.98E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.76E+05;1.00E+00;7.48E-07;5.00E+01;7.50E-11;;;276.00;7.48E-07;;;575;4.64E-07;;;513.50;5.30E-07;5.25E-07;5.02E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.77E+05;1.00E+00;7.54E-07;5.00E+01;8.28E-11;;;276.50;7.54E-07;;;575.5;4.64E-07;;;514.00;5.30E-07;5.25E-07;5.09E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.77E+05;1.00E+00;7.51E-07;5.00E+01;7.58E-11;;;277.00;7.51E-07;;;576;4.63E-07;;;514.50;5.24E-07;5.24E-07;1.13E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.78E+05;1.00E+00;7.56E-07;5.00E+01;1.01E-10;;;277.50;7.56E-07;;;576.5;4.68E-07;;;515.00;5.23E-07;5.24E-07;-8.76E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.78E+05;1.00E+00;7.48E-07;5.00E+01;6.83E-11;;;278.00;7.48E-07;;;577;4.68E-07;;;515.50;5.21E-07;5.24E-07;-2.81E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.79E+05;1.00E+00;7.53E-07;5.00E+01;7.33E-11;;;278.50;7.53E-07;;;577.5;4.71E-07;;;516.00;5.19E-07;5.23E-07;-3.97E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.79E+05;1.00E+00;7.54E-07;5.00E+01;9.68E-11;;;279.00;7.54E-07;;;578;4.70E-07;;;516.50;5.19E-07;5.23E-07;-3.86E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.80E+05;1.00E+00;7.54E-07;5.00E+01;6.72E-11;;;279.50;7.54E-07;;;578.5;4.65E-07;;;517.00;5.19E-07;5.22E-07;-2.95E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.80E+05;1.00E+00;7.53E-07;5.00E+01;6.58E-11;;;280.00;7.53E-07;;;579;4.66E-07;;;517.50;5.19E-07;5.22E-07;-2.54E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.81E+05;1.00E+00;7.53E-07;5.00E+01;7.25E-11;;;280.50;7.53E-07;;;579.5;4.66E-07;;;518.00;5.22E-07;5.21E-07;4.46E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.81E+05;1.00E+00;7.50E-07;5.00E+01;7.46E-11;;;281.00;7.50E-07;;;580;4.65E-07;;;518.50;5.20E-07;5.21E-07;-7.14E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.82E+05;1.00E+00;7.58E-07;5.00E+01;7.47E-11;;;281.50;7.58E-07;;;580.5;4.65E-07;;;519.00;5.20E-07;5.21E-07;-1.10E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.82E+05;1.00E+00;7.58E-07;5.00E+01;9.90E-11;;;282.00;7.58E-07;;;581;4.61E-07;;;519.50;5.18E-07;5.20E-07;-2.65E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.83E+05;1.00E+00;7.53E-07;5.00E+01;9.14E-11;;;282.50;7.53E-07;;;581.5;4.61E-07;;;520.00;5.19E-07;5.20E-07;-1.32E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.83E+05;1.00E+00;7.49E-07;5.00E+01;7.52E-11;;;283.00;7.49E-07;;;582;4.63E-07;;;520.50;5.17E-07;5.19E-07;-2.52E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.84E+05;1.00E+00;7.49E-07;5.00E+01;6.55E-11;;;283.50;7.49E-07;;;582.5;4.64E-07;;;521.00;5.18E-07;5.19E-07;-1.38E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.84E+05;1.00E+00;7.51E-07;5.00E+01;6.50E-11;;;284.00;7.51E-07;;;583;4.59E-07;;;521.50;5.18E-07;5.19E-07;-9.97E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.85E+05;1.00E+00;7.47E-07;5.00E+01;7.14E-11;;;284.50;7.47E-07;;;583.5;4.58E-07;;;522.00;5.22E-07;5.18E-07;3.55E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.85E+05;1.00E+00;7.50E-07;5.00E+01;7.24E-11;;;285.00;7.50E-07;;;584;4.55E-07;;;522.50;5.20E-07;5.18E-07;2.06E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.86E+05;1.00E+00;7.45E-07;5.00E+01;7.42E-11;;;285.50;7.45E-07;;;584.5;4.55E-07;;;523.00;5.22E-07;5.17E-07;4.16E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.86E+05;1.00E+00;7.50E-07;5.00E+01;7.39E-11;;;286.00;7.50E-07;;;585;4.54E-07;;;523.50;5.19E-07;5.17E-07;2.36E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.87E+05;1.00E+00;7.50E-07;5.00E+01;7.32E-11;;;286.50;7.50E-07;;;585.5;4.53E-07;;;524.00;5.20E-07;5.17E-07;3.84E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.87E+05;1.00E+00;7.46E-07;5.00E+01;7.40E-11;;;287.00;7.46E-07;;;586;4.52E-07;;;524.50;5.23E-07;5.16E-07;6.94E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.88E+05;1.00E+00;7.41E-07;5.00E+01;7.45E-11;;;287.50;7.41E-07;;;;;;;525.00;5.22E-07;5.16E-07;6.41E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.88E+05;1.00E+00;7.39E-07;5.00E+01;7.63E-11;;;288.00;7.39E-07;;;;;;;525.50;5.22E-07;5.15E-07;6.40E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.89E+05;1.00E+00;7.41E-07;5.00E+01;1.02E-10;;;288.50;7.41E-07;;;;;;;526.00;5.20E-07;5.15E-07;5.28E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
