File Name: 12_Sample14_device3_It_150kV_VDrain1V_VGate50V.dat;;;;;;;;;;;;;;;;;
File Data: 22/11/2023;13:29:38;;;;;;;;;;;;;;;;
Start V: 0;;;;;;;;;;;;;;;;;
Step V: 0;;;;;;;;;;;;;;;;;
Stop V: 0;;;;;;;;;;;;;;;;;
Range V: 200;;;;;;;;;;;;;;;;;
Delay(ms): 0;;;;;;;;;;;;;;;;;
Auorange: yes;;;;;;;;;;;;;;;;;
Sweep type: log;;;;;;;;;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;;Time (s);IDrain (A);;Time_500uA (s);IDrain_dark (A);;Time_500uA (s);IDrain_raw (A);Fit (A);dI (A)
4.80E+05;1.00E+00;1.02E-09;5.00E+01;1.26E-10;;;;480.00;1.02E-09;;;;;;;;
4.81E+05;1.00E+00;9.50E-10;5.00E+01;1.13E-10;;;;480.50;9.50E-10;;;;;;;;
4.81E+05;1.00E+00;9.08E-10;5.00E+01;1.14E-10;;;;481.00;9.08E-10;;;;;;;;
4.82E+05;1.00E+00;8.92E-10;5.00E+01;1.16E-10;;;;481.50;8.92E-10;;;;;;;;
4.82E+05;1.00E+00;8.79E-10;5.00E+01;1.16E-10;;;;482.00;8.79E-10;;;;;;;;
4.83E+05;1.00E+00;8.66E-10;5.00E+01;1.17E-10;;;;482.50;8.66E-10;;;;;;;;
4.83E+05;1.00E+00;8.53E-10;5.00E+01;1.11E-10;;;;483.00;8.53E-10;;;;;;;;
4.84E+05;1.00E+00;8.66E-10;5.00E+01;1.06E-10;;;;483.50;8.66E-10;;;;;;;;
4.84E+05;1.00E+00;8.62E-10;5.00E+01;1.01E-10;;;;484.00;8.62E-10;;;;;;;;
4.85E+05;1.00E+00;8.55E-10;5.00E+01;9.66E-11;;;;484.50;8.55E-10;;;;;;;;
4.85E+05;1.00E+00;8.52E-10;5.00E+01;9.63E-11;;;;485.00;8.52E-10;;;;;;;;
4.86E+05;1.00E+00;8.37E-10;5.00E+01;9.62E-11;;;;485.50;8.37E-10;;;;;;;;
4.86E+05;1.00E+00;8.39E-10;5.00E+01;9.68E-11;;;;486.00;8.39E-10;;;;;;;;
4.87E+05;1.00E+00;8.45E-10;5.00E+01;9.69E-11;;;;486.50;8.45E-10;;;;;;;;
4.87E+05;1.00E+00;8.37E-10;5.00E+01;9.64E-11;;;;487.00;8.37E-10;;;;;;;;
4.88E+05;1.00E+00;8.37E-10;5.00E+01;9.67E-11;;;;487.50;8.37E-10;;;;;;;;
4.88E+05;1.00E+00;8.40E-10;5.00E+01;9.74E-11;;;;488.00;8.40E-10;;;;;;;;
4.89E+05;1.00E+00;8.45E-10;5.00E+01;9.73E-11;;;;488.50;8.45E-10;;;;;;;;
4.89E+05;1.00E+00;8.26E-10;5.00E+01;9.71E-11;;;;489.00;8.26E-10;;;;;;;;
4.90E+05;1.00E+00;8.11E-10;5.00E+01;9.70E-11;;;;489.50;8.11E-10;;;;;;;;
4.90E+05;1.00E+00;8.28E-10;5.00E+01;9.55E-11;;;;490.00;8.28E-10;;;;;;;;
4.91E+05;1.00E+00;8.27E-10;5.00E+01;9.55E-11;;;;490.50;8.27E-10;;;;;;;;
4.91E+05;1.00E+00;8.15E-10;5.00E+01;9.69E-11;;;;491.00;8.15E-10;;;;;;;;
4.92E+05;1.00E+00;8.00E-10;5.00E+01;9.58E-11;;;;491.50;8.00E-10;;;;;;;;
4.92E+05;1.00E+00;8.07E-10;5.00E+01;9.62E-11;;;;492.00;8.07E-10;;;;;;;;
4.93E+05;1.00E+00;8.06E-10;5.00E+01;9.65E-11;;;;492.50;8.06E-10;;;;;;;;
4.93E+05;1.00E+00;8.18E-10;5.00E+01;9.60E-11;;;;493.00;8.18E-10;;;;;;;;
4.94E+05;1.00E+00;8.04E-10;5.00E+01;9.63E-11;;;;493.50;8.04E-10;;;;;;;;
4.94E+05;1.00E+00;8.21E-10;5.00E+01;9.73E-11;;;;494.00;8.21E-10;;;;;;;;
4.95E+05;1.00E+00;8.32E-10;5.00E+01;9.71E-11;;;;494.50;8.32E-10;;;;;;;;
4.95E+05;1.00E+00;8.38E-10;5.00E+01;9.66E-11;;;;495.00;8.38E-10;;;;;;;;
4.96E+05;1.00E+00;8.43E-10;5.00E+01;9.70E-11;;;;495.50;8.43E-10;;;;;;;;
4.96E+05;1.00E+00;8.41E-10;5.00E+01;9.73E-11;;;;496.00;8.41E-10;;;;;;;;
4.97E+05;1.00E+00;8.21E-10;5.00E+01;9.71E-11;;;;496.50;8.21E-10;;;;;;;;
4.97E+05;1.00E+00;8.25E-10;5.00E+01;9.73E-11;;;;497.00;8.25E-10;;;;;;;;
4.98E+05;1.00E+00;8.12E-10;5.00E+01;9.67E-11;;;;497.50;8.12E-10;;;;;;;;
4.98E+05;1.00E+00;8.15E-10;5.00E+01;9.68E-11;;;;498.00;8.15E-10;;;;;;;;
4.99E+05;1.00E+00;8.28E-10;5.00E+01;9.76E-11;;;;498.50;8.28E-10;;;;;;;;
4.99E+05;1.00E+00;8.24E-10;5.00E+01;9.75E-11;;;;499.00;8.24E-10;;;;;;;;
5.00E+05;1.00E+00;8.21E-10;5.00E+01;9.66E-11;;;;499.50;8.21E-10;;;;;;;;
5.00E+05;1.00E+00;8.15E-10;5.00E+01;9.69E-11;;;;500.00;8.15E-10;;;;;;;;
5.01E+05;1.00E+00;8.13E-10;5.00E+01;9.66E-11;;;;500.50;8.13E-10;;;;;;;;
5.01E+05;1.00E+00;8.16E-10;5.00E+01;9.71E-11;;;;501.00;8.16E-10;;;;;;;;
5.02E+05;1.00E+00;8.13E-10;5.00E+01;9.68E-11;;;;501.50;8.13E-10;;;;;;;;
5.02E+05;1.00E+00;8.16E-10;5.00E+01;9.73E-11;;;;502.00;8.16E-10;;;;;;;;
5.03E+05;1.00E+00;8.18E-10;5.00E+01;9.82E-11;;;;502.50;8.18E-10;;;;;;;;
5.03E+05;1.00E+00;8.19E-10;5.00E+01;9.72E-11;;;;503.00;8.19E-10;;;;;;;;
5.04E+05;1.00E+00;8.12E-10;5.00E+01;9.73E-11;;;;503.50;8.12E-10;;;;;;;;
5.04E+05;1.00E+00;8.21E-10;5.00E+01;9.63E-11;;;;504.00;8.21E-10;;;;;;;;
5.05E+05;1.00E+00;8.17E-10;5.00E+01;9.61E-11;;;;504.50;8.17E-10;;;;;;;;
5.05E+05;1.00E+00;7.98E-10;5.00E+01;9.66E-11;;;;505.00;7.98E-10;;;;;;;;
5.06E+05;1.00E+00;8.02E-10;5.00E+01;9.83E-11;;;;505.50;8.02E-10;;;;;;;;
5.06E+05;1.00E+00;8.08E-10;5.00E+01;9.70E-11;;;;506.00;8.08E-10;;;;;;;;
5.07E+05;1.00E+00;8.05E-10;5.00E+01;9.73E-11;;;;506.50;8.05E-10;;;;;;;;
5.07E+05;1.00E+00;8.15E-10;5.00E+01;9.72E-11;;;;507.00;8.15E-10;;;;;;;;
5.08E+05;1.00E+00;8.01E-10;5.00E+01;9.77E-11;;;;507.50;8.01E-10;;;;;;;;
5.08E+05;1.00E+00;7.99E-10;5.00E+01;9.60E-11;;;;508.00;7.99E-10;;;;;;;;
5.09E+05;1.00E+00;1.43E-09;5.00E+01;1.30E-08;;;;508.50;1.43E-09;;;;;;;;
5.09E+05;1.00E+00;1.41E-09;5.00E+01;1.34E-08;;;;509.00;1.41E-09;;;;;;;;
5.10E+05;1.00E+00;1.40E-09;5.00E+01;1.34E-08;;;;509.50;1.40E-09;;;;;;;;
5.10E+05;1.00E+00;1.38E-09;5.00E+01;1.34E-08;;;;510.00;1.38E-09;;;;;;;;
5.11E+05;1.00E+00;1.45E-09;5.00E+01;1.34E-08;;;;510.50;1.45E-09;;;;;;;;
5.11E+05;1.00E+00;1.48E-09;5.00E+01;1.34E-08;;;;511.00;1.48E-09;;;;;;;;
5.12E+05;1.00E+00;1.49E-09;5.00E+01;1.34E-08;;;;511.50;1.49E-09;;;;;;;;
5.12E+05;1.00E+00;1.54E-09;5.00E+01;1.34E-08;;;;512.00;1.54E-09;;;;;;;;
5.13E+05;1.00E+00;1.54E-09;5.00E+01;1.34E-08;;;;512.50;1.54E-09;;;;;;;;
5.13E+05;1.00E+00;1.54E-09;5.00E+01;1.33E-08;;;;513.00;1.54E-09;;;;;;;;
5.14E+05;1.00E+00;1.53E-09;5.00E+01;1.33E-08;;;;513.50;1.53E-09;;;;;;;;
5.14E+05;1.00E+00;1.51E-09;5.00E+01;1.33E-08;;;;514.00;1.51E-09;;;;;;;;
5.15E+05;1.00E+00;1.54E-09;5.00E+01;1.33E-08;;;;514.50;1.54E-09;;;;;;;;
5.15E+05;1.00E+00;1.57E-09;5.00E+01;1.33E-08;;;;515.00;1.57E-09;;;;;;;;
5.16E+05;1.00E+00;1.53E-09;5.00E+01;1.33E-08;;;;515.50;1.53E-09;;;;;;;;
5.16E+05;1.00E+00;1.49E-09;5.00E+01;1.33E-08;;;;516.00;1.49E-09;;;;;;;;
5.17E+05;1.00E+00;1.54E-09;5.00E+01;1.33E-08;;;;516.50;1.54E-09;;;;;;;;
5.17E+05;1.00E+00;1.54E-09;5.00E+01;1.33E-08;;;;517.00;1.54E-09;;;;;;;;
5.18E+05;1.00E+00;1.54E-09;5.00E+01;1.33E-08;;;;517.50;1.54E-09;;;;;;;;
5.18E+05;1.00E+00;1.55E-09;5.00E+01;1.33E-08;;;;518.00;1.55E-09;;;;;;;;
5.19E+05;1.00E+00;1.11E-09;5.00E+01;6.08E-09;;;;518.50;1.11E-09;;;;;;;;
5.19E+05;1.00E+00;9.85E-10;5.00E+01;1.20E-10;;;;519.00;9.85E-10;;;;;;;;
5.20E+05;1.00E+00;9.47E-10;5.00E+01;9.74E-11;;;;519.50;9.47E-10;;;;;;;;
5.20E+05;1.00E+00;9.43E-10;5.00E+01;9.52E-11;;;;520.00;9.43E-10;;;;;;;;
5.21E+05;1.00E+00;9.31E-10;5.00E+01;9.59E-11;;;;520.50;9.31E-10;;;;;;;;
5.21E+05;1.00E+00;9.30E-10;5.00E+01;9.61E-11;;;;521.00;9.30E-10;;;;;;;;
5.22E+05;1.00E+00;9.23E-10;5.00E+01;9.61E-11;;;;521.50;9.23E-10;;;;;;;;
5.22E+05;1.00E+00;9.35E-10;5.00E+01;9.57E-11;;;;522.00;9.35E-10;;;;;;;;
5.23E+05;1.00E+00;9.23E-10;5.00E+01;9.65E-11;;;;522.50;9.23E-10;;;;;;;;
5.23E+05;1.00E+00;9.09E-10;5.00E+01;9.66E-11;;;;523.00;9.09E-10;;;;;;;;
5.24E+05;1.00E+00;8.95E-10;5.00E+01;9.59E-11;;;;523.50;8.95E-10;;;;;;;;
5.24E+05;1.00E+00;8.87E-10;5.00E+01;9.66E-11;;;;524.00;8.87E-10;;;;;;;;
5.25E+05;1.00E+00;8.60E-10;5.00E+01;9.57E-11;;;;524.50;8.60E-10;;;;;;;;
5.25E+05;1.00E+00;8.62E-10;5.00E+01;9.59E-11;;;;525.00;8.62E-10;;;;;;;;
5.26E+05;1.00E+00;8.59E-10;5.00E+01;9.63E-11;;;;525.50;8.59E-10;;;;;;;;
5.26E+05;1.00E+00;8.59E-10;5.00E+01;9.67E-11;;;;526.00;8.59E-10;;;;;;;;
5.27E+05;1.00E+00;8.57E-10;5.00E+01;9.58E-11;;;;526.50;8.57E-10;;;;;;;;
5.27E+05;1.00E+00;8.42E-10;5.00E+01;9.61E-11;;;;527.00;8.42E-10;;;;;;;;
5.28E+05;1.00E+00;8.49E-10;5.00E+01;9.51E-11;;;;527.50;8.49E-10;;;;;;;;
5.28E+05;1.00E+00;8.47E-10;5.00E+01;9.73E-11;;;;528.00;8.47E-10;;;;;;;;
5.29E+05;1.00E+00;1.46E-09;5.00E+01;1.10E-08;;;;528.50;1.46E-09;;;;;;;;
5.29E+05;1.00E+00;1.39E-09;5.00E+01;1.33E-08;;;;529.00;1.39E-09;;;;;;;;
5.30E+05;1.00E+00;1.39E-09;5.00E+01;1.33E-08;;;;529.50;1.39E-09;;;;;;;;
5.30E+05;1.00E+00;1.40E-09;5.00E+01;1.33E-08;;;;530.00;1.40E-09;;;;;;;;
5.31E+05;1.00E+00;1.38E-09;5.00E+01;1.33E-08;;;;530.50;1.38E-09;;;;;;;;
5.31E+05;1.00E+00;1.40E-09;5.00E+01;1.33E-08;;;;531.00;1.40E-09;;;;;;;;
5.32E+05;1.00E+00;1.41E-09;5.00E+01;1.33E-08;;;;531.50;1.41E-09;;;;;;;;
5.32E+05;1.00E+00;1.45E-09;5.00E+01;1.33E-08;;;;532.00;1.45E-09;;;;;;;;
5.33E+05;1.00E+00;1.42E-09;5.00E+01;1.33E-08;;;;532.50;1.42E-09;;;;;;;;
5.33E+05;1.00E+00;1.41E-09;5.00E+01;1.33E-08;;;;533.00;1.41E-09;;;;;;;;
5.34E+05;1.00E+00;1.41E-09;5.00E+01;1.32E-08;;;;533.50;1.41E-09;;;;;;;;
5.34E+05;1.00E+00;1.42E-09;5.00E+01;1.32E-08;;;;534.00;1.42E-09;;;;;;;;
5.35E+05;1.00E+00;1.38E-09;5.00E+01;1.32E-08;;;;534.50;1.38E-09;;;;;;;;
5.35E+05;1.00E+00;1.38E-09;5.00E+01;1.32E-08;;;;535.00;1.38E-09;;;;;;;;
5.36E+05;1.00E+00;1.36E-09;5.00E+01;1.32E-08;;;;535.50;1.36E-09;;;;;;;;
5.36E+05;1.00E+00;1.32E-09;5.00E+01;1.32E-08;;;;536.00;1.32E-09;;;;;;;;
5.37E+05;1.00E+00;1.34E-09;5.00E+01;1.32E-08;;;;536.50;1.34E-09;;;;;;;;
5.37E+05;1.00E+00;1.34E-09;5.00E+01;1.32E-08;;;;537.00;1.34E-09;;;;;;;;
5.38E+05;1.00E+00;1.34E-09;5.00E+01;1.32E-08;;;;537.50;1.34E-09;;;;;;;;
5.38E+05;1.00E+00;1.40E-09;5.00E+01;1.32E-08;;;;538.00;1.40E-09;;;;;;;;
5.39E+05;1.00E+00;1.08E-09;5.00E+01;7.83E-09;;;;538.50;1.08E-09;;;;;;;;
5.39E+05;1.00E+00;9.28E-10;5.00E+01;1.24E-10;;;;539.00;9.28E-10;;;;;;;;
5.40E+05;1.00E+00;9.02E-10;5.00E+01;9.75E-11;;;;539.50;9.02E-10;;;;;;;;
5.40E+05;1.00E+00;8.94E-10;5.00E+01;9.55E-11;;;;540.00;8.94E-10;;;;;;;;
5.41E+05;1.00E+00;8.78E-10;5.00E+01;9.47E-11;;;;540.50;8.78E-10;;;;;;;;
5.41E+05;1.00E+00;8.76E-10;5.00E+01;9.50E-11;;;;541.00;8.76E-10;;;;;;;;
5.42E+05;1.00E+00;8.73E-10;5.00E+01;9.64E-11;;;;541.50;8.73E-10;;;;;;;;
5.42E+05;1.00E+00;8.75E-10;5.00E+01;9.60E-11;;;;542.00;8.75E-10;;;;;;;;
5.43E+05;1.00E+00;8.61E-10;5.00E+01;9.64E-11;;;;542.50;8.61E-10;;;;;;;;
5.43E+05;1.00E+00;8.56E-10;5.00E+01;9.55E-11;;;;543.00;8.56E-10;;;;;;;;
5.44E+05;1.00E+00;8.69E-10;5.00E+01;9.52E-11;;;;543.50;8.69E-10;;;;;;;;
5.44E+05;1.00E+00;8.55E-10;5.00E+01;9.53E-11;;;;544.00;8.55E-10;;;;;;;;
5.45E+05;1.00E+00;8.43E-10;5.00E+01;9.51E-11;;;;544.50;8.43E-10;;;;;;;;
5.45E+05;1.00E+00;8.40E-10;5.00E+01;9.53E-11;;;;545.00;8.40E-10;;;;;;;;
5.46E+05;1.00E+00;8.26E-10;5.00E+01;9.61E-11;;;;545.50;8.26E-10;;;;;;;;
5.46E+05;1.00E+00;8.31E-10;5.00E+01;9.74E-11;;;;546.00;8.31E-10;;;;;;;;
5.47E+05;1.00E+00;8.31E-10;5.00E+01;9.69E-11;;;;546.50;8.31E-10;;;;;;;;
5.47E+05;1.00E+00;8.36E-10;5.00E+01;9.57E-11;;;;547.00;8.36E-10;;;;;;;;
5.48E+05;1.00E+00;8.38E-10;5.00E+01;9.74E-11;;;;547.50;8.38E-10;;;;;;;;
5.48E+05;1.00E+00;8.40E-10;5.00E+01;9.69E-11;;;;548.00;8.40E-10;;;;;;;;
5.49E+05;1.00E+00;1.42E-09;5.00E+01;9.05E-09;;;;548.50;1.42E-09;;;;;;;;
5.49E+05;1.00E+00;1.37E-09;5.00E+01;1.32E-08;;;;549.00;1.37E-09;;;;;;;;
5.50E+05;1.00E+00;1.34E-09;5.00E+01;1.32E-08;;;;549.50;1.34E-09;;;;;;;;
5.50E+05;1.00E+00;1.32E-09;5.00E+01;1.32E-08;;;;550.00;1.32E-09;;;;;;;;
5.51E+05;1.00E+00;1.34E-09;5.00E+01;1.32E-08;;;;550.50;1.34E-09;;;;;;;;
5.51E+05;1.00E+00;1.33E-09;5.00E+01;1.32E-08;;;;551.00;1.33E-09;;;;;;;;
5.52E+05;1.00E+00;1.31E-09;5.00E+01;1.32E-08;;;;551.50;1.31E-09;;;;;;;;
5.52E+05;1.00E+00;1.32E-09;5.00E+01;1.32E-08;;;;552.00;1.32E-09;;;;;;;;
5.53E+05;1.00E+00;1.29E-09;5.00E+01;1.32E-08;;;;552.50;1.29E-09;;;;;;;;
5.53E+05;1.00E+00;1.35E-09;5.00E+01;1.32E-08;;;;553.00;1.35E-09;;;;;;;;
5.54E+05;1.00E+00;1.38E-09;5.00E+01;1.32E-08;;;;553.50;1.38E-09;;;;;;;;
5.54E+05;1.00E+00;1.38E-09;5.00E+01;1.32E-08;;;;554.00;1.38E-09;;;;;;;;
5.55E+05;1.00E+00;1.43E-09;5.00E+01;1.31E-08;;;;554.50;1.43E-09;;;;;;;;
5.55E+05;1.00E+00;1.50E-09;5.00E+01;1.31E-08;;;;555.00;1.50E-09;;;;;;;;
5.56E+05;1.00E+00;1.51E-09;5.00E+01;1.31E-08;;;;555.50;1.51E-09;;;;;;;;
5.56E+05;1.00E+00;1.51E-09;5.00E+01;1.31E-08;;;;556.00;1.51E-09;;;;;;;;
5.57E+05;1.00E+00;1.53E-09;5.00E+01;1.31E-08;;;;556.50;1.53E-09;;;;;;;;
5.57E+05;1.00E+00;1.51E-09;5.00E+01;1.31E-08;;;;557.00;1.51E-09;;;;;;;;
5.58E+05;1.00E+00;1.49E-09;5.00E+01;1.31E-08;;;;557.50;1.49E-09;;;;;;;;
5.58E+05;1.00E+00;1.48E-09;5.00E+01;1.31E-08;;;;558.00;1.48E-09;;;;;;;;
5.59E+05;1.00E+00;1.10E-09;5.00E+01;9.60E-09;;;;558.50;1.10E-09;;;;;;;;
5.59E+05;1.00E+00;9.51E-10;5.00E+01;1.29E-10;;;;559.00;9.51E-10;;;;;;;;
5.60E+05;1.00E+00;9.15E-10;5.00E+01;9.91E-11;;;;559.50;9.15E-10;;;;;;;;
5.60E+05;1.00E+00;8.90E-10;5.00E+01;9.74E-11;;;;560.00;8.90E-10;;;;;;;;
5.61E+05;1.00E+00;8.77E-10;5.00E+01;9.57E-11;;;;560.50;8.77E-10;;;;;;;;
5.61E+05;1.00E+00;8.70E-10;5.00E+01;9.71E-11;;;;561.00;8.70E-10;;;;;;;;
5.62E+05;1.00E+00;8.64E-10;5.00E+01;9.60E-11;;;;561.50;8.64E-10;;;;;;;;
5.62E+05;1.00E+00;8.47E-10;5.00E+01;9.69E-11;;;;562.00;8.47E-10;;;;;;;;
5.63E+05;1.00E+00;8.51E-10;5.00E+01;9.69E-11;;;;562.50;8.51E-10;;;;;;;;
5.63E+05;1.00E+00;8.40E-10;5.00E+01;9.63E-11;;;;563.00;8.40E-10;;;;;;;;
5.64E+05;1.00E+00;8.30E-10;5.00E+01;9.60E-11;;;;563.50;8.30E-10;;;;;;;;
5.64E+05;1.00E+00;8.20E-10;5.00E+01;9.60E-11;;;;564.00;8.20E-10;;;;;;;;
5.65E+05;1.00E+00;8.21E-10;5.00E+01;9.66E-11;;;;564.50;8.21E-10;;;;;;;;
5.65E+05;1.00E+00;8.21E-10;5.00E+01;9.54E-11;;;;565.00;8.21E-10;;;;;;;;
5.66E+05;1.00E+00;8.18E-10;5.00E+01;9.46E-11;;;;565.50;8.18E-10;;;;;;;;
5.66E+05;1.00E+00;8.20E-10;5.00E+01;9.58E-11;;;;566.00;8.20E-10;;;;;;;;
5.67E+05;1.00E+00;8.27E-10;5.00E+01;9.64E-11;;;;566.50;8.27E-10;;;;;;;;
5.67E+05;1.00E+00;8.21E-10;5.00E+01;9.58E-11;;;;567.00;8.21E-10;;;;;;;;
5.68E+05;1.00E+00;8.32E-10;5.00E+01;9.65E-11;;;;567.50;8.32E-10;;;;;;;;
5.68E+05;1.00E+00;8.17E-10;5.00E+01;9.67E-11;;;;568.00;8.17E-10;;;;;;;;
5.69E+05;1.00E+00;1.39E-09;5.00E+01;7.11E-09;;;;568.50;1.39E-09;;;;;;;;
5.69E+05;1.00E+00;1.36E-09;5.00E+01;1.32E-08;;;;569.00;1.36E-09;;;;;;;;
5.70E+05;1.00E+00;1.38E-09;5.00E+01;1.31E-08;;;;569.50;1.38E-09;;;;;;;;
5.70E+05;1.00E+00;1.41E-09;5.00E+01;1.31E-08;;;;570.00;1.41E-09;;;;;;;;
5.71E+05;1.00E+00;1.40E-09;5.00E+01;1.31E-08;;;;570.50;1.40E-09;;;;;;;;
5.71E+05;1.00E+00;1.37E-09;5.00E+01;1.31E-08;;;;571.00;1.37E-09;;;;;;;;
5.72E+05;1.00E+00;1.38E-09;5.00E+01;1.31E-08;;;;571.50;1.38E-09;;;;;;;;
5.72E+05;1.00E+00;1.44E-09;5.00E+01;1.31E-08;;;;572.00;1.44E-09;;;;;;;;
5.73E+05;1.00E+00;1.41E-09;5.00E+01;1.31E-08;;;;572.50;1.41E-09;;;;;;;;
5.73E+05;1.00E+00;1.39E-09;5.00E+01;1.31E-08;;;;573.00;1.39E-09;;;;;;;;
5.74E+05;1.00E+00;1.40E-09;5.00E+01;1.31E-08;;;;573.50;1.40E-09;;;;;;;;
5.74E+05;1.00E+00;1.41E-09;5.00E+01;1.31E-08;;;;574.00;1.41E-09;;;;;;;;
5.75E+05;1.00E+00;1.41E-09;5.00E+01;1.31E-08;;;;574.50;1.41E-09;;;;;;;;
5.75E+05;1.00E+00;1.42E-09;5.00E+01;1.31E-08;;;;575.00;1.42E-09;;;;;;;;
5.76E+05;1.00E+00;1.40E-09;5.00E+01;1.31E-08;;;;575.50;1.40E-09;;;;;;;;
5.76E+05;1.00E+00;1.39E-09;5.00E+01;1.31E-08;;;;576.00;1.39E-09;;;;;;;;
5.77E+05;1.00E+00;1.42E-09;5.00E+01;1.30E-08;;;;576.50;1.42E-09;;;;;;;;
5.77E+05;1.00E+00;1.40E-09;5.00E+01;1.30E-08;;;;577.00;1.40E-09;;;;;;;;
5.78E+05;1.00E+00;1.40E-09;5.00E+01;1.30E-08;;;;577.50;1.40E-09;;;;;;;;
5.78E+05;1.00E+00;1.39E-09;5.00E+01;1.30E-08;;;;578.00;1.39E-09;;;;;;;;
5.79E+05;1.00E+00;1.09E-09;5.00E+01;1.13E-08;;;;578.50;1.09E-09;;;;;;;;
5.79E+05;1.00E+00;8.99E-10;5.00E+01;1.35E-10;;;;579.00;8.99E-10;;;;;;;;
5.80E+05;1.00E+00;8.71E-10;5.00E+01;9.99E-11;;;;579.50;8.71E-10;;;;;;;;
5.80E+05;1.00E+00;8.61E-10;5.00E+01;9.63E-11;;;;580.00;8.61E-10;;;;;;;;
5.81E+05;1.00E+00;8.62E-10;5.00E+01;9.57E-11;;;;580.50;8.62E-10;;;;;;;;
5.81E+05;1.00E+00;8.64E-10;5.00E+01;9.63E-11;;;;581.00;8.64E-10;;;;;;;;
5.82E+05;1.00E+00;8.60E-10;5.00E+01;9.62E-11;;;;581.50;8.60E-10;;;;;;;;
5.82E+05;1.00E+00;8.42E-10;5.00E+01;9.61E-11;;;;582.00;8.42E-10;;;;;;;;
5.83E+05;1.00E+00;8.44E-10;5.00E+01;9.61E-11;;;;582.50;8.44E-10;;;;;;;;
5.83E+05;1.00E+00;8.48E-10;5.00E+01;9.27E-11;;;;583.00;8.48E-10;;;;;;;;
5.84E+05;1.00E+00;8.49E-10;5.00E+01;8.62E-11;;;;583.50;8.49E-10;;;;;;;;
5.84E+05;1.00E+00;8.22E-10;5.00E+01;8.03E-11;;;;584.00;8.22E-10;;;;;;;;
5.85E+05;1.00E+00;8.26E-10;5.00E+01;7.39E-11;;;;584.50;8.26E-10;;;;;;;;
5.85E+05;1.00E+00;8.29E-10;5.00E+01;7.12E-11;;;;585.00;8.29E-10;;;;;;;;
5.86E+05;1.00E+00;8.19E-10;5.00E+01;6.96E-11;;;;585.50;8.19E-10;;;;;;;;
5.86E+05;1.00E+00;8.15E-10;5.00E+01;7.00E-11;;;;586.00;8.15E-10;;;;;;;;
5.87E+05;1.00E+00;7.92E-10;5.00E+01;6.99E-11;;;;586.50;7.92E-10;;;;;;;;
5.87E+05;1.00E+00;8.04E-10;5.00E+01;7.04E-11;;;;587.00;8.04E-10;;;;;;;;
5.88E+05;1.00E+00;8.09E-10;5.00E+01;7.01E-11;;;;587.50;8.09E-10;;;;;;;;
5.88E+05;1.00E+00;8.00E-10;5.00E+01;7.06E-11;;;;588.00;8.00E-10;;;;;;;;
5.89E+05;1.00E+00;8.02E-10;5.00E+01;7.06E-11;;;;588.50;8.02E-10;;;;;;;;
5.89E+05;1.00E+00;8.01E-10;5.00E+01;6.99E-11;;;;589.00;8.01E-10;;;;;;;;
5.90E+05;1.00E+00;8.00E-10;5.00E+01;7.05E-11;;;;589.50;8.00E-10;;;;;;;;
5.90E+05;1.00E+00;8.04E-10;5.00E+01;7.08E-11;;;;590.00;8.04E-10;;;;;;;;
5.91E+05;1.00E+00;8.11E-10;5.00E+01;7.09E-11;;;;590.50;8.11E-10;;;;;;;;
5.91E+05;1.00E+00;8.05E-10;5.00E+01;7.12E-11;;;;591.00;8.05E-10;;;;;;;;
5.92E+05;1.00E+00;7.98E-10;5.00E+01;7.09E-11;;;;591.50;7.98E-10;;;;;;;;
5.92E+05;1.00E+00;7.93E-10;5.00E+01;7.11E-11;;;;592.00;7.93E-10;;;;;;;;
5.93E+05;1.00E+00;7.79E-10;5.00E+01;7.08E-11;;;;592.50;7.79E-10;;;;;;;;
5.93E+05;1.00E+00;7.88E-10;5.00E+01;7.08E-11;;;;593.00;7.88E-10;;;;;;;;
5.94E+05;1.00E+00;7.93E-10;5.00E+01;7.03E-11;;;;593.50;7.93E-10;;;;;;;;
5.94E+05;1.00E+00;7.97E-10;5.00E+01;7.10E-11;;;;594.00;7.97E-10;;;;;;;;
5.95E+05;1.00E+00;7.88E-10;5.00E+01;6.99E-11;;;;594.50;7.88E-10;;;;;;;;
5.95E+05;1.00E+00;7.83E-10;5.00E+01;7.12E-11;;;;595.00;7.83E-10;;;;;;;;
5.96E+05;1.00E+00;7.84E-10;5.00E+01;7.15E-11;;;;595.50;7.84E-10;;;;;;;;
5.96E+05;1.00E+00;7.90E-10;5.00E+01;7.08E-11;;;;596.00;7.90E-10;;;;;;;;
5.97E+05;1.00E+00;7.82E-10;5.00E+01;7.10E-11;;;;596.50;7.82E-10;;;;;;;;
5.97E+05;1.00E+00;7.86E-10;5.00E+01;7.07E-11;;;;597.00;7.86E-10;;;;;;;;
5.98E+05;1.00E+00;7.84E-10;5.00E+01;7.07E-11;;;;597.50;7.84E-10;;;;;;;;
5.98E+05;1.00E+00;7.85E-10;5.00E+01;7.10E-11;;;;598.00;7.85E-10;;;;;;;;
5.99E+05;1.00E+00;7.84E-10;5.00E+01;7.07E-11;;;;598.50;7.84E-10;;;;;;;;
